visit_date,sex,age,client_type,service_received,timeliness,client_handling,quality_of_service,overall_satisfaction,comment,label
2026-05-10,Male,21,Non-Pasigueño,Health card/clearance,2,2,3,2,Hindi okay para sa akin yung naging service. Naramdaman kong naiirita yung kausap ko nung nagtanong ulit ako. Sana magkaroon ng clearer instructions at mas maayos na pila.,negative
2026-05-19,Male,35,Pasigueño,Wound care/dressing,4,3,3,4,"Regarding sa consultation process, clear yung directions at hindi ako nalito sa process. Hindi pabalik-balik kaya mabilis matapos yung transaction. Overall, satisfied ako.",positive
2026-03-16,Male,33,City Government Employee,Health card/clearance,2,4,3,3,"Okay naman overall, may ilang minor issue lang. Maayos kausap yung staff. Siguro ang pwede lang ayusin, medyo masikip lang sa waiting area. Hindi naman siya malaking issue para sa akin.",neutral
2026-04-22,Male,66,Non-Pasigueño,Laboratory request,4,3,3,3,"Kumpleto naman yung information na binigay at natapos naman yung kailangan ko. Ang napansin ko lang, mas okay sana kung mas visible yung instructions. Pwede pang ayusin nang konti yung flow.",neutral
2026-06-25,Female,58,Pasigueño,Health card/clearance,4,3,4,4,"Good experience overall. Nasunod naman agad yung sequence ng pila. Okay yung attitude ng staff, polite at helpful.",positive
2026-07-04,Female,38,City Government Employee,Maternal health consultation,3,2,3,3,"Para sa medicine assistance, polite naman yung staff, kaso medyo matagal yung checking ng requirements. Sakto lang, neither good nor bad.",neutral
2026-06-02,Female,53,Pasigueño,Pharmacy/medicine assistance,1,2,1,1,Medyo frustrating yung naging proseso. Parang walang clear system sa pagtawag kaya mabagal ang pila. Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Needs improvement talaga.,negative
2026-01-15,Male,34,Pasigueño,Nutrition counseling,4,4,4,3,Maaga akong natapos kaya okay yung experience ko. Straightforward yung process at walang confusing na instruction. Maganda yung customer handling nila. Salamat sa maayos na assistance.,positive
2026-07-28,Male,40,City Government Employee,Referral assistance,3,3,4,3,"Sakto lang yung naging experience ko today. Okay naman yung flow kapag ikaw na yung nasa counter. Siguro ang pwede lang ayusin, may ilang minuto na walang gumagalaw sa pila. Nothing serious, pero noticeable lang.",neutral
2026-03-30,Male,72,Pasigueño,Animal bite treatment,2,1,1,1,Poor yung experience ko this time. Kulang yung explanation kaya napabalik pa ako. Marami pang kailangang i-improve.,negative
2026-04-04,Female,40,Pasigueño,Medical certificate,2,1,2,2,Dapat mas malinaw yung listahan ng kailangan bago pumila. Halos walang movement yung pila for a long time. Sana mas organized at respectful next time.,negative
2026-03-05,Female,31,City Government Employee,Family planning consultation,2,3,4,3,"Friendly naman yung nag-assist at natapos naman yung kailangan ko. Ang napansin ko lang, hindi agad malinaw kung saan kukunin yung form. Overall okay pa rin naman.",neutral
2026-03-18,Male,35,Pasigueño,Dental consultation,2,2,3,2,Hindi naging maayos yung experience ko. Parang walang clear system sa pagtawag kaya mabagal ang pila. Kulangan yung information tungkol sa requirements.,negative
2026-03-25,Female,27,Pasigueño,Pharmacy/medicine assistance,3,3,4,4,Nasagot nang maayos yung tanong ko tungkol sa requirements. Maayos yung pakikitungo sa akin mula umpisa hanggang matapos. Overall smooth at convenient.,positive
2026-05-01,Female,45,Pasigueño,Vital signs screening,2,3,2,2,"Yung pagkuha ng certificate ko, hindi patient mag-explain yung staff. Parang walang clear system sa pagtawag kaya mabagal ang pila. Sana mabigyan ito ng action.",negative
2026-08-08,Female,21,Pasigueño,Dental consultation,4,3,3,4,Ayos yung flow ng transaction ko. Nasunod naman agad yung sequence ng pila. Respectful yung pakikitungo kahit marami silang inaasikaso.,positive
2026-05-30,Male,41,Pasigueño,Medical consultation,4,4,3,4,Professional kausap yung staff at mahinahon sumagot. Simple at understandable yung explanation ng process. Overall smooth at convenient.,positive
2026-05-02,Male,38,Pasigueño,Laboratory request,4,4,4,3,"Nung nag-process ako ng dental consultation, hindi ako kinailangang magtanong nang paulit-ulit. Maayos ang pila at mabilis yung galaw sa counter. Okay na okay para sa akin.",positive
2026-07-31,Female,34,City Government Employee,Wound care/dressing,2,4,3,3,"May konting kalituhan sa sequence ng pila, pero nasagot naman yung tanong ko naman. Okay naman basta may konting improvement.",neutral
2026-03-19,Male,30,Pasigueño,Medical certificate,2,2,2,2,"Sa DOTS consultation mismo, masyadong mahaba yung waiting time para sa simpleng transaction. Parang walang willingness tumulong nung nalito ako sa process. Sana magkaroon ng clearer instructions at mas maayos na pila.",negative
2026-04-21,Female,60,City Government Employee,Laboratory request,4,4,4,4,"Regarding sa vaccine process, okay yung attitude ng staff, polite at helpful. Mabilis nila na-process yung request ko.",positive
2026-07-17,Male,60,Non-Pasigueño,Health card/clearance,4,3,4,4,"Sa counseling session mismo, kompleto yung information na binigay sa counter. Within a reasonable time natapos yung kailangan ko. Keep up the good service.",positive
2026-07-20,Male,43,Non-Pasigueño,Pharmacy/medicine assistance,3,2,3,3,"Hindi naman bad, pero may pwede pang ayusin. Hindi naman ako pinabalik para sa kulang na requirement, pero medyo mahina yung boses sa pagtawag ng number. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-04-11,Female,34,City Government Employee,Medical consultation,1,2,2,2,Dapat mas malinaw yung listahan ng kailangan bago pumila. Parang walang clear system sa pagtawag kaya mabagal ang pila. I hope maayos ito sa susunod.,negative
2026-04-12,Female,52,Pasigueño,Immunization/Vaccination,3,2,2,2,Kulang yung explanation kaya napabalik pa ako. May mga nauna kahit mas late silang dumating kaya nakakalito yung pila. Please improve the process and client handling.,negative
2026-04-30,Female,42,Non-Pasigueño,Pharmacy/medicine assistance,2,3,2,2,"Nung nag-process ako ng health card process, hindi efficient yung flow kaya nasayang yung oras ko. Hindi professional yung tono ng pakikipag-usap sa akin. Hindi dapat ganito katagal yung simpleng transaction.",negative
2026-02-24,Male,37,Pasigueño,Family planning consultation,1,1,1,1,Kailangan pang pagbutihin yung client handling. Hindi malinaw yung instructions na binigay sa akin sa simula. Marami pang kailangang i-improve.,negative
2026-06-24,Male,42,City Government Employee,Animal bite treatment,3,3,4,4,Alam ko agad kung saan pupunta dahil malinaw yung instructions. Maganda yung customer handling nila. Salamat sa maayos na assistance.,positive
2026-05-07,Female,33,Pasigueño,Pharmacy/medicine assistance,1,1,2,1,"Sa referral process mismo, mas maayos sana kung mas respectful yung pakikitungo sa clients. Halos walang movement yung pila for a long time. Sana mas organized at respectful next time.",negative
2026-01-11,Female,42,Pasigueño,Pharmacy/medicine assistance,4,4,3,4,"Para sa screening process, hindi pabalik-balik kaya mabilis matapos yung transaction. Straightforward yung process at walang confusing na instruction. Sana ganito lagi yung serbisyo.",positive
2026-03-13,Female,70,City Government Employee,Medical consultation,3,4,4,4,Hindi ako kinailangang magtanong nang paulit-ulit. Professional kausap yung staff at mahinahon sumagot. Sana ganito lagi yung serbisyo.,positive
2026-06-22,Female,34,Pasigueño,TB/DOTS consultation,3,4,2,3,"Okay lang naman yung process. Maayos kausap yung staff. Siguro ang pwede lang ayusin, kulang lang ng mas malinaw na signage. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-03-19,Female,37,City Government Employee,Pharmacy/medicine assistance,3,3,2,3,"Nagawa naman yung kailangan ko. Okay naman yung flow kapag ikaw na yung nasa counter, pero medyo mahina yung boses sa pagtawag ng number. Okay naman basta may konting improvement.",neutral
2026-07-14,Female,58,Pasigueño,Wound care/dressing,2,3,4,3,"Okay naman overall, may ilang minor issue lang. Okay naman yung customer handling. Siguro ang pwede lang ayusin, may ilang minuto na walang gumagalaw sa pila. Fair lang yung rating ko.",neutral
2026-03-19,Female,68,Pasigueño,Wound care/dressing,3,4,3,4,"Nung nag-process ako ng dental service, mabilis nila na-process yung request ko. Clear yung directions at hindi ako nalito sa process. Wala akong reklamo sa naging service.",positive
2026-03-30,Male,37,Pasigueño,Referral assistance,1,1,2,1,"Para sa DOTS service, hindi helpful yung sagot at itinuro lang ako sa ibang counter. Hindi organized yung queue kaya mas humaba yung paghihintay. Please improve the process and client handling.",negative
2026-07-28,Female,65,Pasigueño,Nutrition counseling,2,1,1,1,Mas matagal at mas magulo kaysa sa inaasahan ko. Walang malinaw na update kung bakit delayed yung transaction. Mas okay sana kung may malinaw na queue at proper guidance.,negative
2026-03-03,Female,45,Pasigueño,Maternal health consultation,1,1,2,1,Iba-iba yung instruction na nakuha ko sa bawat counter. Halos walang movement yung pila for a long time. Needs improvement talaga.,negative
2026-02-05,Female,64,Pasigueño,Laboratory request,2,4,3,3,"Maayos naman in general yung service. Organized naman yung pila, pero may ilang minuto na walang gumagalaw sa pila. Fair lang yung rating ko.",neutral
2026-06-03,Female,31,Pasigueño,Medical consultation,4,4,4,4,Courteous yung staff at malinaw makipag-usap. Maayos yung signage at guide kaya madaling sundan. Thank you sa maayos na pag-assist.,positive
2026-03-13,Male,31,City Government Employee,Referral assistance,1,1,1,1,Hindi patient mag-explain yung staff. Kulangan yung information tungkol sa requirements. Sana magkaroon ng clearer instructions at mas maayos na pila.,negative
2026-06-07,Male,40,City Government Employee,Maternal health consultation,1,1,2,1,"Sa treatment assistance mismo, walang malinaw na update kung bakit delayed yung transaction. Masyadong dismissive yung sagot sa concern ko.",negative
2026-03-08,Male,28,Pasigueño,Referral assistance,4,3,2,3,"Yung referral assistance ko, okay naman. Okay naman yung customer handling, although mas okay sana kung mas visible yung instructions. Sana lang mas maging consistent next time.",neutral
2026-06-24,Male,57,Pasigueño,Laboratory request,1,1,2,1,Hindi naging maayos yung experience ko. Walang malinaw na update kung bakit delayed yung transaction. Sana ayusin yung system para hindi maulit sa ibang client.,negative
2026-04-07,Male,56,Pasigueño,Maternal health consultation,3,4,3,4,Wala naman akong naging problema sa pag-process. Hindi ako pinaghintay nang matagal bago maasikaso. May initiative silang i-guide ako kung saan susunod.,positive
2026-02-28,Male,23,Pasigueño,Wound care/dressing,4,3,4,4,Nasagot nang maayos yung tanong ko tungkol sa requirements. Professional kausap yung staff at mahinahon sumagot. Okay na okay para sa akin.,positive
2026-07-05,Male,47,City Government Employee,Animal bite treatment,4,3,4,4,"Sa part ng pharmacy service, maayos naipaliwanag yung requirements bago ako pumila. Konti lang yung waiting time nung pumunta ako. Overall, satisfied ako.",positive
2026-02-10,Female,32,Pasigueño,Immunization/Vaccination,3,3,2,3,"Para sa consultation process, natapos naman nang maayos. Okay naman yung customer handling; hindi agad malinaw kung saan kukunin yung form lang. Sana mas mabilis nang kaunti sa susunod.",neutral
2026-08-02,Female,61,Pasigueño,Vital signs screening,3,3,4,4,Malinaw yung instructions kaya alam ko agad kung ano ang susunod. Professional kausap yung staff at mahinahon sumagot. Thank you sa maayos na pag-assist.,positive
2026-01-18,Female,31,City Government Employee,Maternal health consultation,4,3,4,4,Na-appreciate ko yung maayos na assistance. Maayos ang pila at mabilis yung galaw sa counter. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-04-10,Male,41,Pasigueño,Family planning consultation,2,3,4,3,"Nung nag-process ako ng dental consultation, natapos naman nang maayos. Organized naman yung pila; may konting kalituhan sa sequence ng pila lang. Overall okay pa rin naman.",neutral
2026-01-15,Female,49,Pasigueño,Laboratory request,3,4,4,4,Maayos at organized yung naging service. Maayos naipaliwanag yung requirements bago ako pumila. Very accommodating yung nag-assist sa akin. Babalik ako nang hindi nag-aalala kung kailangan ulit.,positive
2026-06-29,Male,60,Pasigueño,Maternal health consultation,1,2,2,2,Hindi consistent yung assistance at iba-iba yung sinasabi ng staff. Hindi visible yung process kaya kailangan pang magtanong nang paulit-ulit. Sana mabigyan ito ng action.,negative
2026-03-13,Male,49,City Government Employee,Family planning consultation,3,4,3,4,Clear yung directions at hindi ako nalito sa process. Maganda yung customer handling nila. Okay na okay para sa akin.,positive
2026-05-17,Female,43,Non-Pasigueño,Referral assistance,1,1,1,1,Hindi naging smooth yung pag-asikaso ko. Parang walang clear system sa pagtawag kaya mabagal ang pila. Kailangan pang pagbutihin yung client handling. Hindi dapat ganito katagal yung simpleng transaction.,negative
2026-05-17,Female,29,Pasigueño,Medical certificate,2,3,3,3,"Natapos naman yung transaction ko nang maayos. Sa part ng animal bite service, kailangan ko pang magtanong kung saan yung next counter, pero natapos din naman at organized naman yung pila. Okay naman basta may konting improvement.",neutral
2026-03-07,Female,32,Pasigueño,Maternal health consultation,2,1,2,2,Poor yung experience ko this time. Hindi maganda yung tono ng staff nung nagtanong ako. Kailangan talagang pagbutihin yung service.,negative
2026-04-12,Female,44,City Government Employee,Medical certificate,3,4,3,3,"Fair naman yung experience ko. Friendly naman yung nag-assist. Siguro ang pwede lang ayusin, medyo mabagal lang yung usad nung maraming tao. Sana lang mas maging consistent next time.",neutral
2026-08-06,Female,55,City Government Employee,Nutrition counseling,2,3,2,2,"Sa part ng DOTS consultation, hindi malinaw yung instructions kaya ilang beses akong nalito. Masyadong dismissive yung sagot sa concern ko.",negative
